node,gfx,entry,facing,pitch,row,frame_keys,source_x,source_y,packed_x,packed_y,w,h,pivot_x,pivot_y,art_policy
armR,1,default,FACE_4_MIRR_FLIP,DOWN2+,0,[],624,60,112,252,8,8,0.375,0.875,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN2+,0,[],632,64,120,252,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN2+,0,[],640,64,128,252,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN2+,0,[],648,64,136,252,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN2+,0,[],656,64,0,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN2+,0,[],664,64,8,260,8,8,0.375,0.375,redesigned costume / hair clusters
armR,1,default,FACE_4_MIRR_FLIP,ALL,1,[],608,68,16,260,8,8,0.375,0.875,redesigned costume / hair clusters
armR,1,default,FACE_4_MIRR_FLIP,ALL,1,[],616,68,24,260,8,8,0.375,0.875,redesigned costume / hair clusters
armR,1,default,FACE_4_MIRR_FLIP,ALL,1,[],624,68,32,260,8,8,0.375,0.875,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN1+,1,[],632,72,40,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN1+,1,[],640,72,48,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN1+,1,[],648,72,56,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN1+,1,[],656,72,64,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,DOWN1+,1,[],664,72,72,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,ALL,0,[],608,76,80,260,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,ALL,0,[],616,76,88,260,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,ALL,0,[],624,76,96,260,8,8,0.375,0.875,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,ALL,2,[],632,80,104,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,ALL,2,[],640,80,112,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,ALL,2,[],648,80,120,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,ALL,2,[],656,80,128,260,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,ALL,2,[],664,80,136,260,8,8,0.375,0.375,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,ALL,0,[],288,84,8,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,ALL,0,[],300,84,20,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,ALL,0,[],312,84,32,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,ALL,0,[],324,84,44,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,ALL,0,[],336,84,56,224,12,8,0.5,0.5,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],348,84,0,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],348,84,0,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],356,84,8,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],356,84,8,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],364,84,16,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],364,84,16,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],372,84,24,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],372,84,24,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],380,84,32,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],380,84,32,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],388,84,40,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],388,84,40,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],396,84,48,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],396,84,48,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],404,84,56,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],404,84,56,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,ALL,0,[],412,84,64,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,ALL,0,[],412,84,64,268,8,8,0.25,0.375,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],480,84,36,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],492,84,48,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],504,84,60,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],516,84,72,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],528,84,84,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],540,84,96,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],552,84,108,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],564,84,120,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP1+,3,[],576,84,132,176,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,DOWN1,1,[],608,84,72,268,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,DOWN1,1,[],616,84,80,268,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,DOWN1,1,[],624,84,88,268,8,8,0.375,0.875,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,UP1+,3,[],632,88,96,268,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,UP1+,3,[],640,88,104,268,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,UP1+,3,[],648,88,112,268,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,UP1+,3,[],656,88,120,268,8,8,0.375,0.375,redesigned costume / hair clusters
armL,0,default,FACE_8_MIRR,UP1+,3,[],664,88,128,268,8,8,0.375,0.375,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,UP2+,1,[],288,92,68,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,UP2+,1,[],300,92,80,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,UP2+,1,[],312,92,92,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,UP2+,1,[],324,92,104,224,12,8,0.5,0.5,redesigned costume / hair clusters
top,1,default,FACE_8_MIRR,UP2+,1,[],336,92,116,224,12,8,0.5,0.5,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],348,92,136,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],348,92,136,268,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],356,92,0,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],356,92,0,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],364,92,8,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],364,92,8,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],372,92,16,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],372,92,16,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],380,92,24,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],380,92,24,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],388,92,32,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],388,92,32,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],396,92,40,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],396,92,40,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],404,92,48,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],404,92,48,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeL,0,default,FACE_16_MIRR_FLIP,DOWN2+,1,[],412,92,56,276,8,8,0.25,0.375,redesigned costume / hair clusters
toeR,0,default,FACE_16_MIRR,DOWN2+,1,[],412,92,56,276,8,8,0.25,0.375,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,NORM,2,[],608,92,64,276,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,NORM,2,[],616,92,72,276,8,8,0.375,0.875,redesigned costume / hair clusters
armL,1,default,FACE_4_MIRR,NORM,2,[],624,92,80,276,8,8,0.375,0.875,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],480,96,0,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],492,96,12,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],504,96,24,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],516,96,36,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],528,96,48,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],540,96,60,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],552,96,72,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],564,96,84,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
bottom,0,default,FACE_16_MIRR,UP2+,4,[],576,96,96,188,12,12,0.5,0.416666666666667,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],0,100,60,28,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],20,100,80,28,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],40,100,100,28,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],60,100,120,28,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],80,100,0,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],100,100,20,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],120,100,40,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],140,100,60,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP2+,5,[],160,100,80,48,20,20,0.5,0.5,redesigned costume / hair clusters
tailEnd,0,Idle,FACE_4_MIRR,ALL,0,[],360,100,0,0,8,28,0.5,0.0714285714285711,"intentionally transparent: short hair, no ornament"
tailEnd,0,Idle,FACE_4_MIRR,ALL,0,[],368,100,8,0,8,28,0.5,0.0714285714285711,"intentionally transparent: short hair, no ornament"
tailEnd,0,Idle,FACE_4_MIRR,ALL,0,[],376,100,16,0,8,28,0.5,0.0714285714285711,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],528,108,0,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],544,108,16,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],560,108,32,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],576,108,48,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],592,108,64,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],608,108,80,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],624,108,96,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],640,108,112,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
headGear,0,default,FACE_16_MIRR,ALL,0,[],656,108,128,88,16,16,0.4375,0.5,"intentionally transparent: short hair, no ornament"
head,0,default,FACE_16_MIRR,UP1+,6,[],0,120,100,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],20,120,120,48,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],40,120,0,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],60,120,20,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],80,120,40,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],100,120,60,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],120,120,80,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],140,120,100,68,20,20,0.5,0.5,redesigned costume / hair clusters
head,0,default,FACE_16_MIRR,UP1+,6,[],160,120,120,68,20,20,0.5,0.5,redesigned costume / hair clusters
